"","Anno","Mese","Municipio","Incidenti","Feriti","Morti"
"2499",2021,10,8,115,146,0
"2500",2021,10,9,116,152,0
"2501",2021,11,NA,36,47,1
"2502",2021,11,1,75,94,1
"2503",2021,11,2,51,71,0
"2504",2021,11,3,90,112,0
"2505",2021,11,4,72,83,0
"2506",2021,11,5,56,68,0
"2507",2021,11,6,61,78,0
"2508",2021,11,7,85,115,0
"2509",2021,11,8,101,120,2
"2510",2021,11,9,93,113,0
"2511",2021,12,NA,29,37,0
"2512",2021,12,1,62,74,0
"2513",2021,12,2,29,35,0
"2514",2021,12,3,80,97,0
"2515",2021,12,4,46,57,0
"2516",2021,12,5,59,73,0
"2517",2021,12,6,55,70,1
"2518",2021,12,7,60,76,0
"2519",2021,12,8,70,88,0
"2520",2021,12,9,75,97,0
"2521",2022,1,NA,25,30,0
"2522",2022,1,1,60,68,0
"2523",2022,1,2,39,56,0
"2524",2022,1,3,72,94,0
"2525",2022,1,4,53,67,0
"2526",2022,1,5,55,66,0
"2527",2022,1,6,32,45,0
"2528",2022,1,7,50,63,2
"2529",2022,1,8,67,90,0
"2530",2022,1,9,68,102,1
"2531",2022,2,NA,36,44,0
"2532",2022,2,1,64,71,0
"2533",2022,2,2,34,46,0
"2534",2022,2,3,61,75,0
"2535",2022,2,4,51,68,0
"2536",2022,2,5,56,65,0
"2537",2022,2,6,57,63,0
"2538",2022,2,7,52,67,0
"2539",2022,2,8,75,95,0
"2540",2022,2,9,76,93,0
"2541",2022,3,NA,19,21,0
"2542",2022,3,1,70,81,0
"2543",2022,3,2,42,54,0
"2544",2022,3,3,82,95,3
"2545",2022,3,4,50,58,1
"2546",2022,3,5,65,83,0
"2547",2022,3,6,54,64,1
"2548",2022,3,7,71,90,0
"2549",2022,3,8,85,107,0
"2550",2022,3,9,77,102,1
"2551",2022,4,NA,37,44,0
"2552",2022,4,1,86,101,0
"2553",2022,4,2,53,66,0
"2554",2022,4,3,81,101,0
"2555",2022,4,4,50,63,0
"2556",2022,4,5,41,56,0
"2557",2022,4,6,55,74,1
"2558",2022,4,7,76,98,0
"2559",2022,4,8,83,103,0
"2560",2022,4,9,86,109,1
"2561",2022,5,NA,34,49,0
"2562",2022,5,1,90,109,0
"2563",2022,5,2,50,67,0
"2564",2022,5,3,99,126,0
"2565",2022,5,4,78,102,0
"2566",2022,5,5,70,102,1
"2567",2022,5,6,68,92,0
"2568",2022,5,7,75,88,1
"2569",2022,5,8,86,112,0
"2570",2022,5,9,115,144,0
"2571",2022,6,NA,29,38,0
"2572",2022,6,1,83,99,0
"2573",2022,6,2,53,61,0
"2574",2022,6,3,109,136,0
"2575",2022,6,4,83,109,0
"2576",2022,6,5,76,100,0
"2577",2022,6,6,61,75,0
"2578",2022,6,7,69,85,1
"2579",2022,6,8,103,129,0
"2580",2022,6,9,94,121,0
"2581",2022,7,NA,33,53,1
"2582",2022,7,1,66,79,0
"2583",2022,7,2,45,51,0
"2584",2022,7,3,106,126,2
"2585",2022,7,4,60,73,0
"2586",2022,7,5,55,69,0
"2587",2022,7,6,49,60,0
"2588",2022,7,7,66,81,0
"2589",2022,7,8,86,116,0
"2590",2022,7,9,79,101,1
"2591",2022,8,NA,19,22,0
"2592",2022,8,1,35,43,0
"2593",2022,8,2,26,32,1
"2594",2022,8,3,50,59,1
"2595",2022,8,4,50,60,1
"2596",2022,8,5,40,61,1
"2597",2022,8,6,33,49,0
"2598",2022,8,7,43,60,0
"2599",2022,8,8,48,58,1
"2600",2022,8,9,45,70,0
"2601",2022,9,4,71,94,0
"2602",2022,9,5,73,88,0
"2603",2022,9,6,55,69,0
"2604",2022,9,7,80,90,3
"2605",2022,9,8,95,125,2
"2606",2022,9,9,83,105,0
"2607",2022,9,NA,36,44,0
"2608",2022,9,1,79,98,0
"2609",2022,9,2,56,68,1
"2610",2022,9,3,91,117,1
"2611",2022,10,NA,29,34,0
"2612",2022,10,1,95,108,0
"2613",2022,10,2,52,68,0
"2614",2022,10,3,90,116,0
"2615",2022,10,4,80,93,0
"2616",2022,10,5,57,72,0
"2617",2022,10,6,72,87,1
"2618",2022,10,7,87,117,0
"2619",2022,10,8,100,124,0
"2620",2022,10,9,96,127,1
"2621",2022,11,NA,25,32,0
"2622",2022,11,1,86,102,1
"2623",2022,11,2,51,61,0
"2624",2022,11,3,97,125,1
"2625",2022,11,4,66,83,2
"2626",2022,11,5,53,63,0
"2627",2022,11,6,48,62,1
"2628",2022,11,7,83,103,0
"2629",2022,11,8,91,113,0
"2630",2022,11,9,82,102,0
"2631",2022,12,NA,24,31,0
"2632",2022,12,1,59,68,0
"2633",2022,12,2,31,40,1
"2634",2022,12,3,64,77,0
"2635",2022,12,4,47,57,0
"2636",2022,12,5,58,71,0
"2637",2022,12,6,48,59,0
"2638",2022,12,7,66,84,3
"2639",2022,12,8,80,101,1
"2640",2022,12,9,65,92,0
